year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Rolling mean employees,113151,COUNT
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Salaries and wages paid,5283,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,"Sales, government funding, grants and subsidies",41120,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total income,44753,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total expenditure,36651,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,5562,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total assets,171053,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Fixed tangible assets,97637,DOLLARS(millions)
2018,B,Mining,a_0,Activity unit,423,COUNT
2018,B,Mining,a_0,Rolling mean employees,0,COUNT
2018,B,Mining,a_0,Salaries and wages paid,60,DOLLARS(millions)
2018,B,Mining,a_0,"Sales, government funding, grants and subsidies",1324,DOLLARS(millions)
2018,B,Mining,a_0,Total income,1849,DOLLARS(millions)
2018,B,Mining,a_0,Total expenditure,1117,DOLLARS(millions)
2018,B,Mining,a_0,Operating profit before tax,398,DOLLARS(millions)
2018,B,Mining,a_0,Total assets,4849,DOLLARS(millions)
2018,B,Mining,a_0,Fixed tangible assets,2057,DOLLARS(millions)
2018,B,Mining,b_1-5,Activity unit,150,COUNT
2018,B,Mining,b_1-5,Rolling mean employees,342,COUNT
2018,B,Mining,b_1-5,Salaries and wages paid,37,DOLLARS(millions)
2018,B,Mining,b_1-5,"Sales, government funding, grants and subsidies",526,DOLLARS(millions)
2018,B,Mining,b_1-5,Total income,C,DOLLARS(millions)
2018,B,Mining,b_1-5,Total expenditure,377,DOLLARS(millions)
2018,B,Mining,b_1-5,Operating profit before tax,C,DOLLARS(millions)
2018,B,Mining,b_1-5,Total assets,1129,DOLLARS(millions)
2018,B,Mining,b_1-5,Fixed tangible assets,687,DOLLARS(millions)
2018,B,Mining,c_6-9,Activity unit,27,COUNT
2018,B,Mining,c_6-9,Rolling mean employees,177,COUNT
2018,B,Mining,c_6-9,Salaries and wages paid,14,DOLLARS(millions)
2018,B,Mining,c_6-9,"Sales, government funding, grants and subsidies",111,DOLLARS(millions)
2018,B,Mining,c_6-9,Total income,C,DOLLARS(millions)
2018,B,Mining,c_6-9,Total expenditure,119,DOLLARS(millions)
2018,B,Mining,c_6-9,Operating profit before tax,9,DOLLARS(millions)
2018,B,Mining,c_6-9,Total assets,283,DOLLARS(millions)
2018,B,Mining,c_6-9,Fixed tangible assets,35,DOLLARS(millions)
2018,B,Mining,d_10-19,Activity unit,33,COUNT
2018,B,Mining,d_10-19,Rolling mean employees,504,COUNT
2018,B,Mining,d_10-19,Salaries and wages paid,38,DOLLARS(millions)
2018,B,Mining,d_10-19,"Sales, government funding, grants and subsidies",182,DOLLARS(millions)
2018,B,Mining,d_10-19,Total income,185,DOLLARS(millions)
2018,B,Mining,d_10-19,Total expenditure,158,DOLLARS(millions)
2018,B,Mining,d_10-19,Operating profit before tax,26,DOLLARS(millions)
2018,B,Mining,d_10-19,Total assets,270,DOLLARS(millions)
2018,B,Mining,d_10-19,Fixed tangible assets,150,DOLLARS(millions)
2018,B,Mining,e_20-49,Activity unit,27,COUNT
2018,B,Mining,e_20-49,Rolling mean employees,774,COUNT
2018,B,Mining,e_20-49,Salaries and wages paid,75,DOLLARS(millions)
2018,B,Mining,e_20-49,"Sales, government funding, grants and subsidies",394,DOLLARS(millions)
2018,B,Mining,e_20-49,Total income,410,DOLLARS(millions)
2018,B,Mining,e_20-49,Total expenditure,367,DOLLARS(millions)
2018,B,Mining,e_20-49,Operating profit before tax,34,DOLLARS(millions)
2018,B,Mining,e_20-49,Total assets,586,DOLLARS(millions)
2018,B,Mining,e_20-49,Fixed tangible assets,309,DOLLARS(millions)
2018,B,Mining,f_50-99,Activity unit,12,COUNT
2018,B,Mining,f_50-99,Rolling mean employees,708,COUNT
2018,B,Mining,f_50-99,Salaries and wages paid,100,DOLLARS(millions)
2018,B,Mining,f_50-99,"Sales, government funding, grants and subsidies",931,DOLLARS(millions)
2018,B,Mining,f_50-99,Total income,1196,DOLLARS(millions)
2018,B,Mining,f_50-99,Total expenditure,874,DOLLARS(millions)
2018,B,Mining,f_50-99,Operating profit before tax,265,DOLLARS(millions)
2018,B,Mining,f_50-99,Total assets,2585,DOLLARS(millions)
2018,B,Mining,f_50-99,Fixed tangible assets,C,DOLLARS(millions)
2018,B,Mining,g_100-199,Activity unit,9,COUNT
2018,B,Mining,g_100-199,Rolling mean employees,1194,COUNT
2018,B,Mining,g_100-199,Salaries and wages paid,115,DOLLARS(millions)
2018,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",690,DOLLARS(millions)
2018,B,Mining,g_100-199,Total income,1241,DOLLARS(millions)
2018,B,Mining,g_100-199,Total expenditure,1197,DOLLARS(millions)
2018,B,Mining,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2018,B,Mining,g_100-199,Total assets,2203,DOLLARS(millions)
2018,B,Mining,g_100-199,Fixed tangible assets,362,DOLLARS(millions)
2018,B,Mining,h_200+,Activity unit,3,COUNT
2018,B,Mining,h_200+,Rolling mean employees,1491,COUNT
2018,B,Mining,h_200+,Salaries and wages paid,205,DOLLARS(millions)
2018,B,Mining,h_200+,"Sales, government funding, grants and subsidies",1217,DOLLARS(millions)
2018,B,Mining,h_200+,Total income,1221,DOLLARS(millions)
2018,B,Mining,h_200+,Total expenditure,1091,DOLLARS(millions)
2018,B,Mining,h_200+,Operating profit before tax,C,DOLLARS(millions)
2018,B,Mining,h_200+,Total assets,1013,DOLLARS(millions)
2018,B,Mining,h_200+,Fixed tangible assets,C,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Activity unit,684,COUNT
2018,B,Mining,i_Industry_Total,Rolling mean employees,5196,COUNT
2018,B,Mining,i_Industry_Total,Salaries and wages paid,644,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,"Sales, government funding, grants and subsidies",5376,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total income,7494,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total expenditure,5299,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Operating profit before tax,2299,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total assets,12918,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Fixed tangible assets,5948,DOLLARS(millions)
2018,C,Manufacturing,a_0,Activity unit,8856,COUNT
2018,C,Manufacturing,a_0,Rolling mean employees,0,COUNT
2018,C,Manufacturing,a_0,Salaries and wages paid,366,DOLLARS(millions)
2018,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",2647,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total income,2669,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total expenditure,2410,DOLLARS(millions)
2018,C,Manufacturing,a_0,Operating profit before tax,281,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total assets,2785,DOLLARS(millions)
2018,C,Manufacturing,a_0,Fixed tangible assets,1016,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Activity unit,6771,COUNT
2018,C,Manufacturing,b_1-5,Rolling mean employees,15351,COUNT
2018,C,Manufacturing,b_1-5,Salaries and wages paid,803,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",4416,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total income,4467,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total expenditure,4110,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Operating profit before tax,398,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total assets,2891,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Fixed tangible assets,756,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Activity unit,1818,COUNT
2018,C,Manufacturing,c_6-9,Rolling mean employees,13293,COUNT
2018,C,Manufacturing,c_6-9,Salaries and wages paid,649,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2828,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Total income,2850,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Total expenditure,2635,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Operating profit before tax,245,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Total assets,1630,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Fixed tangible assets,399,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Activity unit,1851,COUNT
2018,C,Manufacturing,d_10-19,Rolling mean employees,25143,COUNT
2018,C,Manufacturing,d_10-19,Salaries and wages paid,1256,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,"Sales, government funding, grants and subsidies",5152,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Total income,5169,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Total expenditure,4903,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Operating profit before tax,353,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Total assets,3826,DOLLARS(millions)
2018,C,Manufacturing,d_10-19,Fixed tangible assets,1005,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Activity unit,1200,COUNT
2018,C,Manufacturing,e_20-49,Rolling mean employees,35997,COUNT
2018,C,Manufacturing,e_20-49,Salaries and wages paid,1952,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,"Sales, government funding, grants and subsidies",8845,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Total income,8912,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Total expenditure,8365,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Operating profit before tax,696,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Total assets,6719,DOLLARS(millions)
2018,C,Manufacturing,e_20-49,Fixed tangible assets,1709,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Activity unit,429,COUNT
2018,C,Manufacturing,f_50-99,Rolling mean employees,29244,COUNT
2018,C,Manufacturing,f_50-99,Salaries and wages paid,1753,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,"Sales, government funding, grants and subsidies",11804,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Total income,11919,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Total expenditure,11163,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Operating profit before tax,932,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Total assets,7748,DOLLARS(millions)
2018,C,Manufacturing,f_50-99,Fixed tangible assets,2135,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Activity unit,183,COUNT
2018,C,Manufacturing,g_100-199,Rolling mean employees,24762,COUNT
2018,C,Manufacturing,g_100-199,Salaries and wages paid,1556,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,"Sales, government funding, grants and subsidies",10900,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Total income,11000,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Total expenditure,10318,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Operating profit before tax,734,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Total assets,9004,DOLLARS(millions)
2018,C,Manufacturing,g_100-199,Fixed tangible assets,2821,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Activity unit,156,COUNT
2018,C,Manufacturing,h_200+,Rolling mean employees,91143,COUNT
2018,C,Manufacturing,h_200+,Salaries and wages paid,6908,DOLLARS(millions)
2018,C,Manufacturing,h_200+,"Sales, government funding, grants and subsidies",64272,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Total income,65046,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Total expenditure,61626,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Operating profit before tax,4654,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Total assets,51513,DOLLARS(millions)
2018,C,Manufacturing,h_200+,Fixed tangible assets,18535,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Activity unit,21264,COUNT
2018,C,Manufacturing,i_Industry_Total,Rolling mean employees,234936,COUNT
2018,C,Manufacturing,i_Industry_Total,Salaries and wages paid,15244,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,"Sales, government funding, grants and subsidies",110866,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Total income,112031,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Total expenditure,105531,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Operating profit before tax,8293,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Total assets,86115,DOLLARS(millions)
2018,C,Manufacturing,i_Industry_Total,Fixed tangible assets,28375,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Activity unit,561,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Rolling mean employees,0,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Salaries and wages paid,21,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Total income,1264,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Total expenditure,1091,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,163,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Total assets,5943,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",a_0,Fixed tangible assets,4975,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Activity unit,369,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Rolling mean employees,696,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Salaries and wages paid,41,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,"Sales, government funding, grants and subsidies",252,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total income,254,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total expenditure,218,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,37,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total assets,362,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",b_1-5,Fixed tangible assets,210,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Activity unit,66,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Rolling mean employees,492,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Salaries and wages paid,27,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,"Sales, government funding, grants and subsidies",192,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total income,201,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total expenditure,175,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,21,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total assets,270,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Fixed tangible assets,154,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Activity unit,57,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Rolling mean employees,729,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Salaries and wages paid,41,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,"Sales, government funding, grants and subsidies",248,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total income,251,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total expenditure,217,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,38,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total assets,732,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",d_10-19,Fixed tangible assets,596,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,39,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Rolling mean employees,1176,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Salaries and wages paid,72,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total income,443,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total expenditure,397,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,42,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,1004,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",e_20-49,Fixed tangible assets,783,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Activity unit,18,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Rolling mean employees,1152,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid,92,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,"Sales, government funding, grants and subsidies",638,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total income,652,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure,581,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,62,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,2078,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,Fixed tangible assets,1686,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,15,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Rolling mean employees,2028,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid,131,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,"Sales, government funding, grants and subsidies",1195,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total income,1213,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,1031,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,186,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,4658,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets,3659,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,18,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,12387,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Salaries and wages paid,1034,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies",14743,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Total income,15998,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure,13160,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,1813,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Total assets,53714,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Fixed tangible assets,43996,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1137,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Rolling mean employees,18660,COUNT
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Salaries and wages paid,1458,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total income,20276,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,16870,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2362,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets,68761,DOLLARS(millions)
2018,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets,56058,DOLLARS(millions)
2018,E,Construction,a_0,Activity unit,34623,COUNT
2018,E,Construction,a_0,Rolling mean employees,0,COUNT
2018,E,Construction,a_0,Salaries and wages paid,1367,DOLLARS(millions)
2018,E,Construction,a_0,"Sales, government funding, grants and subsidies",12003,DOLLARS(millions)
2018,E,Construction,a_0,Total income,12124,DOLLARS(millions)
2018,E,Construction,a_0,Total expenditure,11027,DOLLARS(millions)
2018,E,Construction,a_0,Operating profit before tax,1547,DOLLARS(millions)
2018,E,Construction,a_0,Total assets,15106,DOLLARS(millions)
2018,E,Construction,a_0,Fixed tangible assets,4151,DOLLARS(millions)
2018,E,Construction,b_1-5,Activity unit,20274,COUNT
2018,E,Construction,b_1-5,Rolling mean employees,38616,COUNT
2018,E,Construction,b_1-5,Salaries and wages paid,2614,DOLLARS(millions)
2018,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",11814,DOLLARS(millions)
2018,E,Construction,b_1-5,Total income,11894,DOLLARS(millions)
2018,E,Construction,b_1-5,Total expenditure,11013,DOLLARS(millions)
2018,E,Construction,b_1-5,Operating profit before tax,1091,DOLLARS(millions)
2018,E,Construction,b_1-5,Total assets,6656,DOLLARS(millions)
2018,E,Construction,b_1-5,Fixed tangible assets,1746,DOLLARS(millions)
2018,E,Construction,c_6-9,Activity unit,2814,COUNT
2018,E,Construction,c_6-9,Rolling mean employees,20172,COUNT
2018,E,Construction,c_6-9,Salaries and wages paid,1108,DOLLARS(millions)
2018,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",4764,DOLLARS(millions)
2018,E,Construction,c_6-9,Total income,4785,DOLLARS(millions)
2018,E,Construction,c_6-9,Total expenditure,4509,DOLLARS(millions)
2018,E,Construction,c_6-9,Operating profit before tax,350,DOLLARS(millions)
2018,E,Construction,c_6-9,Total assets,2177,DOLLARS(millions)
2018,E,Construction,c_6-9,Fixed tangible assets,454,DOLLARS(millions)
2018,E,Construction,d_10-19,Activity unit,2088,COUNT
2018,E,Construction,d_10-19,Rolling mean employees,27405,COUNT
2018,E,Construction,d_10-19,Salaries and wages paid,1628,DOLLARS(millions)
2018,E,Construction,d_10-19,"Sales, government funding, grants and subsidies",7155,DOLLARS(millions)
2018,E,Construction,d_10-19,Total income,7186,DOLLARS(millions)
2018,E,Construction,d_10-19,Total expenditure,6748,DOLLARS(millions)
2018,E,Construction,d_10-19,Operating profit before tax,483,DOLLARS(millions)
2018,E,Construction,d_10-19,Total assets,3626,DOLLARS(millions)
2018,E,Construction,d_10-19,Fixed tangible assets,1002,DOLLARS(millions)
2018,E,Construction,e_20-49,Activity unit,933,COUNT
2018,E,Construction,e_20-49,Rolling mean employees,27501,COUNT
2018,E,Construction,e_20-49,Salaries and wages paid,1758,DOLLARS(millions)
2018,E,Construction,e_20-49,"Sales, government funding, grants and subsidies",7922,DOLLARS(millions)
2018,E,Construction,e_20-49,Total income,7949,DOLLARS(millions)
2018,E,Construction,e_20-49,Total expenditure,7562,DOLLARS(millions)
2018,E,Construction,e_20-49,Operating profit before tax,534,DOLLARS(millions)
2018,E,Construction,e_20-49,Total assets,3345,DOLLARS(millions)
2018,E,Construction,e_20-49,Fixed tangible assets,733,DOLLARS(millions)
2018,E,Construction,f_50-99,Activity unit,249,COUNT
2018,E,Construction,f_50-99,Rolling mean employees,16467,COUNT
2018,E,Construction,f_50-99,Salaries and wages paid,1081,DOLLARS(millions)
2018,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",4661,DOLLARS(millions)
2018,E,Construction,f_50-99,Total income,4689,DOLLARS(millions)
2018,E,Construction,f_50-99,Total expenditure,4369,DOLLARS(millions)
2018,E,Construction,f_50-99,Operating profit before tax,312,DOLLARS(millions)
2018,E,Construction,f_50-99,Total assets,2028,DOLLARS(millions)
2018,E,Construction,f_50-99,Fixed tangible assets,533,DOLLARS(millions)
2018,E,Construction,g_100-199,Activity unit,69,COUNT
2018,E,Construction,g_100-199,Rolling mean employees,9171,COUNT
2018,E,Construction,g_100-199,Salaries and wages paid,686,DOLLARS(millions)
2018,E,Construction,g_100-199,"Sales, government funding, grants and subsidies",3997,DOLLARS(millions)
2018,E,Construction,g_100-199,Total income,4019,DOLLARS(millions)
2018,E,Construction,g_100-199,Total expenditure,3657,DOLLARS(millions)
2018,E,Construction,g_100-199,Operating profit before tax,409,DOLLARS(millions)
2018,E,Construction,g_100-199,Total assets,2284,DOLLARS(millions)
2018,E,Construction,g_100-199,Fixed tangible assets,511,DOLLARS(millions)
2018,E,Construction,h_200+,Activity unit,36,COUNT
2018,E,Construction,h_200+,Rolling mean employees,27243,COUNT
2018,E,Construction,h_200+,Salaries and wages paid,2169,DOLLARS(millions)
2018,E,Construction,h_200+,"Sales, government funding, grants and subsidies",9525,DOLLARS(millions)
2018,E,Construction,h_200+,Total income,9552,DOLLARS(millions)
2018,E,Construction,h_200+,Total expenditure,9947,DOLLARS(millions)
2018,E,Construction,h_200+,Operating profit before tax,-370,DOLLARS(millions)
2018,E,Construction,h_200+,Total assets,5053,DOLLARS(millions)
2018,E,Construction,h_200+,Fixed tangible assets,1003,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Activity unit,61086,COUNT
2018,E,Construction,i_Industry_Total,Rolling mean employees,166566,COUNT
2018,E,Construction,i_Industry_Total,Salaries and wages paid,12411,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,"Sales, government funding, grants and subsidies",61840,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Total income,62198,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Total expenditure,58832,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Operating profit before tax,4355,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Total assets,40274,DOLLARS(millions)
2018,E,Construction,i_Industry_Total,Fixed tangible assets,10133,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Activity unit,8298,COUNT
2018,F,Wholesale Trade,a_0,Rolling mean employees,0,COUNT
2018,F,Wholesale Trade,a_0,Salaries and wages paid,363,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",7827,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Total income,7910,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Total expenditure,7424,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Operating profit before tax,539,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Total assets,5387,DOLLARS(millions)
2018,F,Wholesale Trade,a_0,Fixed tangible assets,1170,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Activity unit,5457,COUNT
2018,F,Wholesale Trade,b_1-5,Rolling mean employees,12087,COUNT
2018,F,Wholesale Trade,b_1-5,Salaries and wages paid,824,DOLLARS(millions)
